dummy,month,day,year,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront0,waterfront1,condition1,condition2,condition3,condition4,condition5,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,grade13,price
1,1,0.233333333,0,0.09375,0.275862069,0.240546218,0.002126259,0.4,0,0.269729093,0,0.956521739,0,0.207070707,0.298375422,0.384100418,0.34159292,0.004842971,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.87
1,0.454545455,0.966666667,0,0.09375,0.275862069,0.242647059,0.007053,0,1,0.143698469,0.400735294,0.486956522,0,0.833333333,0.456329419,0.134728033,0.442477876,0.022174742,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13.1
1,0.272727273,0.733333333,1,0.0625,0.206896552,0.133403361,0.005605205,0,0,0.084805654,0.202205882,0.617391304,0,0.166666667,0.914428181,0.262761506,0.184070796,0.010441795,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.55
1,0.545454545,0.666666667,0,0.09375,0.24137931,0.220588235,0.009956463,0.4,0,0.247349823,0,0.686956522,0,0.373737374,0.702107126,0.389958159,0.355752212,0.035768603,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.25
1,0.545454545,0.3,0,0.09375,0.275862069,0.153361345,0.001996623,0.4,0,0.17196702,0,0.930434783,0,0.590909091,0.583400354,0.19916318,0.330973451,0.003685069,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.75
1,1,0.233333333,0,0.0625,0.275862069,0.156512605,0.00287681,0.4,0,0.175500589,0,0.869565217,0,0.186868687,0.368184012,0.40251046,0.261946903,0.005220897,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.26995
1,0.363636364,0.366666667,0,0.09375,0.24137931,0.150210084,0.004877068,0,0,0.116607774,0.161764706,0.695652174,0,0.161616162,0.862313013,0.276150628,0.338053097,0.009147196,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.22
1,0.818181818,0.033333333,0,0,0.068965517,0.013655462,0.00416044,0,0,0.015312132,0,0.243478261,0,0.53030303,0.594016407,0.127196653,0.157522124,0.007788269,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25
1,0.090909091,0.166666667,1,0.03125,0.068965517,0.042016807,0.003094282,0,0,0.047114252,0,0.252173913,0,0.585858586,0.867299341,0.123849372,0.125663717,0.005575849,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.65
1,0.454545455,0.533333333,0,0.0625,0.275862069,0.273109244,0.012924139,0.4,0,0.306242638,0,0.852173913,0.995533499,0.292929293,0.511822422,0.347280335,0.279646018,0.031310451,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.995
1,0.181818182,0.566666667,1,0.0625,0.137931034,0.116596639,0.003964776,0,0,0.094228504,0.113970588,0.52173913,0,0.136363636,0.998391507,0.222594142,0.313274336,0.016214074,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.85
1,0.545454545,0.766666667,0,0.03125,0.137931034,0.085084034,0.000279867,0.4,0,0.088339223,0.022058824,0.87826087,0,0.575757576,0.839794113,0.160669456,0.119823009,0.000429618,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1
1,0.545454545,0.2,0,0.0625,0.275862069,0.170168067,0.007403136,0.4,0,0.190812721,0,0.808695652,0,0.136363636,0.930995657,0.241004184,0.323893805,0.009620465,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5
1,1,0.233333333,0,0.09375,0.275862069,0.299369748,0.003529832,0.4,0,0.335689046,0,0.904347826,0,0.373737374,0.695512305,0.437656904,0.42300885,0.00659246,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.97
1,0.909090909,0.566666667,0,0.0625,0.068965517,0.105042017,0.010471975,0,0,0.091872792,0.080882353,0.260869565,0,0.116161616,0.652726395,0.548117155,0.17699115,0.053281871,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.75
1,0.818181818,0.9,0,0.0625,0.068965517,0.12605042,0.001034658,0.4,0,0.141342756,0,0.191304348,0,0.595959596,0.780762426,0.125523013,0.198230088,0.00227445,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.85
1,0.090909091,0.566666667,1,0.0625,0.275862069,0.153361345,0.003776986,0.6,0,0.17196702,0,0.469565217,0,0.777777778,0.973781567,0.160669456,0.155752212,0.007061134,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.4
1,0.727272727,0.333333333,0,0.09375,0.24137931,0.18697479,0.016218325,0.4,0,0.209658422,0,0.660869565,0,0.292929293,0.503619109,0.328870293,0.307964602,0.012937947,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1
1,0,0.833333333,1,0.09375,0.137931034,0.221638655,0.003520139,0,0,0.118963486,0.404411765,0.4,0,0.595959596,0.785909603,0.117154812,0.173451327,0.006134124,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5
1,0,0.7,1,0.125,0.344827586,0.172268908,0.004053824,0,0,0.10836278,0.264705882,0.782608696,0,0.515151515,0.866334245,0.153974895,0.185840708,0.007657316,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.65
1,0.909090909,0.166666667,0,0.03125,0.068965517,0.053571429,0.003136686,0,0,0.060070671,0,0.339130435,0,0.631313131,0.656747627,0.112970711,0.12920354,0.005846946,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8
1,0.909090909,0.633333333,0,0.0625,0.24137931,0.137605042,0.004772269,0,0,0.114252061,0.125,0.52173913,0,0.888888889,0.967669294,0.128033473,0.246017699,0.008776162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.85
1,0.909090909,0.4,0,0.0625,0.137931034,0.066176471,0.003841804,0,0,0.074204947,0,0.408695652,0,0.626262626,0.898343252,0.163179916,0.095575221,0.007221954,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.78
1,0.181818182,0.566666667,1,0.09375,0.206896552,0.155462185,0.005181771,0,0,0.174322733,0,0.547826087,0,0.292929293,0.554930031,0.292887029,0.224778761,0.009706619,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.29
1,0.727272727,0.466666667,0,0.0625,0.379310345,0.271008403,0.002346759,0.4,0,0.244994111,0.183823529,0.87826087,0,0.580808081,0.690525977,0.10292887,0.260176991,0.004129621,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.3
1,0.272727273,0.433333333,1,0.0625,0.172413793,0.136554622,0.004021112,0,0,0.153121319,0,0.582608696,0,0.035353535,0.769663825,0.333054393,0.307964602,0.007524066,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.78
1,0.363636364,0.166666667,1,0.125,0.275862069,0.276260504,0.006050447,0,0,0.133097762,0.551470588,0.573913043,0,0.015151515,0.754383143,0.257740586,0.394690265,0.012585292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1,0.818181818,0.2,0,0.0625,0.172413793,0.105042017,0.005517368,0,0,0.11778563,0,0.669565217,0,0.368686869,0.73475953,0.392468619,0.161061947,0.010967905,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
1,0.363636364,0.866666667,0,0.0625,0.275862069,0.128151261,0.001198216,0.8,0,0.143698469,0,0.739130435,0,0.585858586,0.838507319,0.10125523,0.14159292,0.005100283,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.88
1,0.181818182,0.9,1,0.03125,0.137931034,0.06407563,0.000170222,0.4,0,0.053003534,0.058823529,0.947826087,0,0.722222222,0.702267975,0.183263598,0.118584071,0.000700714,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.78
1,0.727272727,0.8,0,0.0625,0.275862069,0.120798319,0.001472631,0.4,0,0.135453475,0,0.947826087,0,0.292929293,0.533537076,0.30209205,0.240707965,0.002722448,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
1,0.545454545,0.766666667,0,0.09375,0.275862069,0.147058824,0.002682357,0.4,0,0.164899882,0,0.904347826,0,0.186868687,0.312691009,0.425941423,0.286725664,0.005100283,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.915
1,0.636363636,0.2,0,0.03125,0.068965517,0.047268908,0.003621303,0,0,0.053003534,0,0.426086957,0.998511166,0.631313131,0.630368345,0.111297071,0.208849558,0.006765915,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
1,0.818181818,0.966666667,0,0.0625,0.172413793,0.114495798,0.004725019,0,0,0.128386337,0,0.704347826,0,0.207070707,0.34164388,0.357322176,0.134513274,0.008205252,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.25
1,0.454545455,0.8,0,0.09375,0.482758621,0.336134454,0.004651115,0.4,0,0.293286219,0.261029412,1,0,0.196969697,0.679588226,0.241004184,0.313274336,0.010728973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.97326
1,0,0.866666667,1,0.0625,0.068965517,0.06197479,0.00582086,0,0,0.069493522,0,0.530434783,0,0.166666667,0.91233714,0.238493724,0.226548673,0.010951823,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.22
1,0.454545455,0.866666667,0,0.03125,0.068965517,0.068277311,0.004560249,0,0,0.07656066,0,0.347826087,0,0.843434343,0.548817758,0.150627615,0.130973451,0.013600754,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.95
1,0.181818182,0.566666667,1,0.09375,0.24137931,0.178571429,0.011938548,0.4,0,0.200235571,0,0.591304348,0,0.358585859,0.994209426,0.317991632,0.30619469,0.024008087,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.95
1,0.090909091,0.766666667,1,0.0625,0.172413793,0.18802521,0.013405727,0,0,0.210836278,0,0.704347826,0,0.090909091,0.932282451,0.445188285,0.240707965,0.025302686,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.6
1,0.818181818,0.733333333,0,0.09375,0.344827586,0.183823529,0.00752853,0.4,0,0.206124853,0,0.67826087,0,0.292929293,0.51246582,0.312133891,0.304424779,0.012383119,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.85
1,0.454545455,0.133333333,0,0.09375,0.310344828,0.173319328,0.006147371,0,0,0.123674912,0.220588235,0.660869565,0,0.257575758,0.774328454,0.343096234,0.30619469,0.010917362,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.55
1,0.181818182,0.833333333,1,0.0625,0.275862069,0.108193277,0.002561203,0,0,0.097762073,0.073529412,0.182608696,0,0.585858586,0.853466302,0.112970711,0.173451327,0.003652905,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.37
1,0.181818182,0.966666667,1,0.0625,0.137931034,0.108193277,0.005559772,0,0,0.121319199,0,0.556521739,0,0.146464646,0.355316069,0.287866109,0.123893805,0.010441795,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.75
1,1,0.3,0,0.0625,0.275862069,0.238445378,0.007998003,0,0,0.138987044,0.400735294,0.67826087,0,0.02020202,0.694225511,0.282008368,0.29380531,0.013522641,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
1,0.545454545,0.666666667,0,0.0625,0.137931034,0.227941176,0.005420445,0,0,0.133097762,0.382352941,0.513043478,0,0.575757576,0.848479974,0.174058577,0.249557522,0.007053093,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9
1,0.636363636,0.466666667,0,0.0625,0.24137931,0.242647059,0.02464158,0.4,0,0.272084806,0,0.730434783,0,0.222222222,0.524046968,0.640167364,0.261946903,0.053281871,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9
1,0.181818182,0.3,1,0.0625,0.310344828,0.179621849,0.005468907,0,0,0.201413428,0,0.765217391,0,0.136363636,0.987453756,0.230962343,0.311504425,0.010269488,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.15
1,0.909090909,0.3,0,0.09375,0.206896552,0.214285714,0.00248851,0.4,0,0.240282686,0,0.643478261,0,0.035353535,0.751970404,0.335564854,0.256637168,0.004538562,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7
1,0.363636364,0.166666667,1,0.09375,0.172413793,0.142857143,0.004042314,0,0,0.060070671,0.3125,0.47826087,0,0.03030303,0.713527425,0.309623431,0.192920354,0.00756427,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.23
1,0.818181818,0.966666667,0,0.0625,0.275862069,0.275210084,0.006141919,0,1,0.1401649,0.525735294,0.660869565,0.98808933,0.994949495,0.323950458,0.158995816,0.426548673,0.012424472,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2
1,0.090909091,0.3,1,0.0625,0.24137931,0.089285714,0.003130022,0,0,0.049469965,0.158088235,0.730434783,0,0.575757576,0.86746019,0.157322176,0.249557522,0.00583431,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8
1,0,0.866666667,1,0.03125,0.172413793,0.118697479,0.002172297,0,0,0.100117786,0.102941176,0.408695652,0,0.515151515,0.876146051,0.137238494,0.143362832,0.003929745,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.4
1,0.636363636,0.2,0,0.0625,0.172413793,0.12710084,0.004423951,0,0,0.142520612,0,0.686956522,0,0.106060606,0.064178864,0.427615063,0.194690265,0.008792244,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.95
1,1,0.333333333,0,0.0625,0.344827586,0.156512605,0.001395092,0.4,0,0.157832744,0.055147059,0.947826087,0,0.631313131,0.635676371,0.117991632,0.157522124,0.00479013,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9995
1,0.363636364,0.266666667,0,0.03125,0.137931034,0.068277311,0.0005773,0.4,0,0.07656066,0,0.904347826,0,0.666666667,0.881614927,0.139748954,0.099115044,0.0036575,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.12
1,0.727272727,0.733333333,0,0.03125,0.137931034,0.131302521,0.000528233,0.4,0,0.083627797,0.198529412,0.930434783,0,0.722222222,0.696959949,0.171548117,0.212389381,0.001128035,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.25
1,0.727272727,0.766666667,0,0.03125,0.172413793,0.154411765,0.004033228,0,0,0.141342756,0.099264706,0.330434783,0,0.146464646,0.362875985,0.239330544,0.145486726,0.007017483,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.45
1,0,0.833333333,1,0.09375,0.275862069,0.222689076,0.005315041,0.4,0.5,0.249705536,0,0.834782609,0,0.207070707,0.365449574,0.307112971,0.387610619,0.010101776,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.649
1,0,0.933333333,1,0.09375,0.275862069,0.339285714,0.012855686,0.4,0,0.380447585,0,0.782608696,0,0.383838384,0.894643719,0.369874477,0.522123894,0.022059871,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.75
1,0.090909091,0.266666667,1,0.0625,0.172413793,0.109243697,0.008821247,0,0,0.122497055,0,0.695652174,0,0.065656566,0.864082355,0.49623431,0.231858407,0.01685965,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.15
1,0.727272727,0.333333333,0,0.09375,0.172413793,0.12289916,0.004688067,0,0,0.137809187,0,0.434782609,0,0.626262626,0.882580023,0.184937238,0.253097345,0.008426953,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.125
1,0,0.366666667,1,0.0625,0.172413793,0.147058824,0.009896492,0,0,0.164899882,0,0.669565217,0,0.287878788,0.466302075,0.317991632,0.265486726,0.009695132,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.1995
1,0.454545455,0.8,0,0.0625,0.24137931,0.242647059,0.005203579,0,0,0.141342756,0.408088235,0.67826087,0,0.131313131,0.663342448,0.353974895,0.357522124,0.008731362,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9999
1,0.272727273,0.533333333,1,0.0625,0.275862069,0.183823529,0.004136815,0.4,0,0.206124853,0,0.773913043,0,0.141414141,0.679105678,0.415062762,0.274336283,0.008399384,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.12
1,0.636363636,0.1,0,0.0625,0.275862069,0.177521008,0.00219774,0.4,0,0.199057715,0,0.991304348,0,0.186868687,0.345343413,0.415062762,0.338053097,0.004066442,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.39989
1,0,0.866666667,1,0.09375,0.448275862,0.361344538,0.00566033,0.4,0,0.405182568,0,0.773913043,0,0.196969697,0.672350008,0.234309623,0.456637168,0.012164863,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.8
1,0.181818182,0.9,1,0.0625,0.275862069,0.136554622,0.002736876,0.4,0,0.153121319,0,0.895652174,0,0.277777778,0.521151681,0.279497908,0.371681416,0.004814253,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.48
1,0.181818182,0.866666667,1,0.0625,0.172413793,0.18592437,0.004063516,0,0,0.082449941,0.393382353,0.086956522,0,0.585858586,0.87405501,0.114644351,0.322123894,0.008891033,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.035
1,0.545454545,0.466666667,0,0.09375,0.275862069,0.306722689,0.00458872,0.4,0,0.34393404,0,0.895652174,0,0.257575758,0.882901721,0.340585774,0.500884956,0.007819285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.565
1,0.454545455,0.566666667,0,0.125,0.24137931,0.157563025,0.006565959,0,0,0.094228504,0.257352941,0.530434783,0,0.777777778,0.946758887,0.188284519,0.346902655,0.011639902,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.54
1,0.363636364,0.166666667,1,0.0625,0.068965517,0.073529412,0.005105444,0,0,0.082449941,0,0.434782609,0,0.994949495,0.402444909,0.153974895,0.244247788,0.013026397,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.65
1,0.545454545,0.266666667,0,0.0625,0.068965517,0.109243697,0.004015055,0.4,0,0.122497055,0,0.008695652,0,0.722222222,0.702107126,0.177405858,0.208849558,0.007512578,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7
1,0.545454545,0.233333333,0,0.0625,0.137931034,0.114495798,0.008740074,0,0,0.128386337,0,0.573913043,0,0,0.261058388,0.20334728,0.185840708,0.016472534,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.32
1,0.454545455,0.8,0,0.0625,0.206896552,0.086134454,0.003792736,0,0,0.096584217,0,0.826086957,0,0.45959596,0.262506032,0.279497908,0.191150442,0.008431548,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1,0.636363636,0.2,0,0.09375,0.137931034,0.157563025,0.00402717,0.4,0,0.176678445,0,0.486956522,0,0.777777778,0.987775454,0.163179916,0.192920354,0.007962874,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.25
1,0.727272727,0.233333333,0,0.0625,0.275862069,0.138655462,0.001404179,0.4,0,0.155477032,0,0.904347826,0,0.262626263,0.843332797,0.4041841,0.217699115,0.002377834,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.75
1,1,0.133333333,0,0.09375,0.310344828,0.18592437,0.002076585,0,0,0.096584217,0.349264706,0.443478261,0,0.575757576,0.841724304,0.189958159,0.297345133,0.004721208,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.25
1,0.272727273,0.733333333,1,0.09375,0.275862069,0.275210084,0.003520139,0.4,0,0.308598351,0,0.895652174,0,0.186868687,0.312047611,0.407531381,0.385840708,0.006655639,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.45
1,0.454545455,0.766666667,0,0.09375,0.172413793,0.143907563,0.00431794,0,0,0.161366313,0,0.591304348,0,0.035353535,0.755991636,0.337238494,0.226548673,0.008569394,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
1,0.545454545,0.233333333,0,0.0625,0.275862069,0.261554622,0.026199019,0.4,0,0.293286219,0,0.782608696,0,0.45959596,0.258002252,0.311297071,0.338053097,0.074298711,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.785
1,0.272727273,0.9,1,0.0625,0.206896552,0.077731092,0.004726836,0,0,0.087161366,0,0.443478261,0,0.575757576,0.871642271,0.181589958,0.168141593,0.008125991,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.05
1,0.636363636,0.366666667,0,0.0625,0.206896552,0.088235294,0.003672188,0,0,0.098939929,0,0.739130435,0,0.151515152,0.408235483,0.268619247,0.194690265,0.007512578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.37
1,0.909090909,0.666666667,0,0.03125,0.275862069,0.046113445,0.000222924,0.4,0,0.051707892,0,0.895652174,0,0.681818182,0.63374618,0.108786611,0.14159292,0.00411239,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.19
1,0.727272727,0.3,0,0.0625,0.275862069,0.179621849,0.004917654,0,0,0.124852768,0.238970588,0.643478261,0,0.833333333,0.460833199,0.142259414,0.343362832,0.010298206,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4995
1,0.272727273,0.2,1,0.125,0.24137931,0.19012605,0.003288129,0,0,0.124852768,0.275735294,0.573913043,0,0.03030303,0.752131253,0.310460251,0.300884956,0.009350518,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.35
1,0.545454545,0.566666667,0,0.09375,0.137931034,0.167016807,0.00733953,0.2,0,0.187279152,0,0.539130435,0,0.257575758,0.763229854,0.348953975,0.281415929,0.010011028,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.42
1,0.727272727,0.1,0,0.09375,0.275862069,0.307773109,0.006174025,0,0,0.159010601,0.580882353,0.617391304,0,0.888888889,0.89432202,0.124686192,0.323893805,0.011848967,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.65
1,0.363636364,0.033333333,0,0.0625,0.344827586,0.155462185,0.011748336,0,0,0.084805654,0.279411765,0.8,0,0.186868687,0.311082516,0.40167364,0.168141593,0.006955453,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.872
1,0.181818182,1,1,0.09375,0.24137931,0.214285714,0.008730987,0,0.25,0.186101296,0.169117647,0.565217391,0,0.833333333,0.437349204,0.143096234,0.362831858,0.016766605,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3
1,0.636363636,0.666666667,0,0.0625,0.413793103,0.118697479,0.000544589,0.8,0,0.133097762,0,0.860869565,0,0.888888889,0.880649831,0.127196653,0.184070796,0.000901739,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.379
1,1,0.233333333,0,0.0625,0.172413793,0.112394958,0.004529961,0,0,0.126030624,0,0.739130435,0,0.111111111,0.261862635,0.10376569,0.23539823,0.007843408,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5895
1,0.636363636,0.833333333,0,0.03125,0.068965517,0.056722689,0.004267661,0,0,0.06360424,0,0.313043478,0,0.626262626,0.928582918,0.174895397,0.150442478,0.00685092,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.35
1,0.363636364,0.2,0,0.0625,0.206896552,0.12605042,0.004015055,0,0,0.141342756,0,0.452173913,0,0.777777778,0.955766447,0.167364017,0.168141593,0.007781377,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.35
1,0.727272727,0.466666667,0,0.03125,0.068965517,0.088235294,0.010981429,0,0,0.098939929,0,0.347826087,0,0.207070707,0.35274248,0.291213389,0.316814159,0.010784111,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.989
1,0.545454545,0.966666667,0,0.09375,0.275862069,0.18802521,0.002957983,0.4,0,0.210836278,0,0.895652174,0,0.277777778,0.521151681,0.276987448,0.300884956,0.00528063,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4
